Gender,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,Pitch Mean,Pitch Max,Pitch Min,Pitch Std Dev,Intensity Mean,Intensity Max,Intensity Min,Intensity Std Dev,Emotion
Female,87.56942715,78.50085843,52.22007152,75.81861048,27.23354833,50.468883,28.31500825,40.43128505,24.09186052,22.65264593,23.0472722,19.39712213,311.3306946,419.1828548,171.8123049,61.74152519,43.93856483,83.76843382,13.56280439,26.32116822,anger
Female,100.6858431,70.27432008,55.50728229,80.31246921,28.6435574,50.31092513,22.06465716,40.14173797,22.32457988,22.69022323,24.06599085,26.06962009,316.1622094,497.0020592,186.9141691,77.96533674,44.8020515,82.24700606,13.75063455,25.86680673,anger
Female,99.3376682,94.20704588,39.56472403,70.71259036,26.8815669,54.19018588,28.22769016,31.40302085,21.60939848,25.33816514,24.66464276,24.82220163,306.5338458,470.7743707,177.1615739,79.22454935,48.4541612,84.66034341,13.66660103,25.92273954,anger
Female,100.5241886,97.12813192,35.80069476,73.85330363,27.55263239,49.75992442,24.20628687,29.97806642,22.45009575,24.17064381,23.28008745,27.08463487,320.0857904,501.3087912,187.834232,89.44531655,44.38483748,83.8530062,13.52269148,27.42657141,anger
Female,106.3655195,89.02889998,44.68035142,72.91097728,29.00111993,48.18311018,24.7360993,32.13540697,19.87611087,21.75575818,22.89597367,14.94495574,294.4069225,544.9324808,181.1388006,70.67620101,43.63768841,82.82099828,14.00456683,25.86633224,anger
Female,91.24632222,64.03518209,46.53995506,56.71979574,22.31352922,42.90076434,18.27921971,37.09063176,19.36989093,28.41824441,15.91774659,16.01984747,266.433166,344.2516149,203.5540228,43.12891217,40.44816227,80.15180515,9.080255761,24.15015799,fear
Female,111.7794013,59.3898118,43.69165369,57.74023028,26.5289472,42.69577336,25.19204151,34.22609497,22.74678852,24.7372566,23.9489126,15.2303951,251.9885254,293.362263,217.6564297,18.15820002,43.79143786,78.67996728,9.107513255,22.34905975,fear
Female,91.2854203,57.61246999,55.61612833,69.97597403,25.99876372,42.52917558,20.86410146,44.58420122,23.53060275,26.06721334,20.94564697,20.19889186,275.9537169,333.3837253,228.1437259,25.16743254,45.85313301,83.19729879,9.339279628,26.42045696,fear
Female,98.19027622,57.40848917,46.86304715,54.94244037,30.61600494,38.24895418,22.02535599,38.14612977,24.46654002,28.21541012,18.5581088,19.94866027,262.4816916,330.4809561,210.7934518,27.72523837,44.50743033,84.82668812,8.9522857,26.46348789,fear
Female,116.342705,62.8548864,55.38773678,65.26294427,29.0167247,48.25436394,27.39494275,42.72989148,25.92399036,23.15901799,22.61238227,19.06912795,277.0972392,354.9656224,201.5663724,31.63346921,54.46507445,83.22795491,8.976344108,25.28170775,fear
Female,98.9283102,66.72026735,52.41871191,62.47743607,21.34801328,42.24141077,21.67688596,37.42179968,22.02398506,26.05987121,20.43182952,18.14534806,268.2856959,340.6607276,197.6943664,30.7308802,44.55811216,85.25733052,9.465975914,25.22983372,fear
Female,102.293753,56.71675607,54.12830545,60.85090384,25.43725184,41.83357853,21.10334121,41.26917749,20.82223152,29.39529808,20.56209944,17.83878083,256.6106091,309.6953578,101.7043084,31.83591081,48.64888553,87.11604144,8.936076421,27.20490637,fear
Female,99.79033312,63.37473606,46.01306564,54.53181253,25.56282669,43.69027165,21.45585601,35.90013021,22.66180858,23.73113918,19.05660986,18.27891425,272.8298457,356.355835,218.9449349,34.14365909,46.73546669,85.35194611,9.2654106,25.05934009,fear
Female,95.59461506,66.68738086,49.8279545,55.92355923,26.62645667,39.29859565,21.75497761,38.60919481,20.41702529,25.94174712,20.83549126,17.69025918,250.654693,301.7802087,204.5937685,24.11558768,45.70083531,83.21367885,9.198519976,24.98032428,fear
Female,105.523749,61.60206094,56.38154212,70.69583797,26.10931099,46.39023454,25.5158478,38.66961943,20.82144568,26.82592006,18.83788357,17.30028432,276.3345178,320.1485583,206.3426066,29.28136301,51.49097119,83.66724546,9.075297088,26.76967988,fear
Female,112.366598,51.04556286,61.00131133,58.47474291,23.99923986,38.50355421,21.40303296,36.59272178,23.72389625,27.40182023,21.87799668,18.77331214,253.3683777,297.1691617,201.4244963,22.19456855,46.08546462,84.3228292,8.809938558,26.10882814,fear
Female,117.2736086,50.13316364,62.63682681,53.96227811,25.82625851,43.17816212,22.04538045,35.60086039,21.0410855,25.29877084,23.6563352,17.94698413,241.8551585,280.329349,201.841854,19.56295259,45.83960974,81.5874459,9.100741721,26.1217262,fear
Female,116.0875225,64.85994975,57.61802244,50.4835905,25.30117993,48.25455296,23.83613909,33.56116655,22.36181159,26.75463324,23.45639709,17.721507,244.6568252,391.535604,99.86871739,53.736564,48.40810579,82.93098372,9.029118602,25.44889614,fear
Female,112.4062247,55.62947192,42.90800712,57.07723197,24.42633836,43.77686039,21.16406545,39.24345753,24.99789435,28.74598992,19.79065561,18.35784882,261.6649226,318.6570111,193.3774771,29.2704932,42.64725005,85.78696772,9.346063047,28.14885751,fear
Female,106.4455394,56.22553972,50.14039436,51.52269499,24.12598566,42.02164108,18.4748706,32.05070615,18.17991908,25.48493522,18.92790519,15.07999275,253.6462579,375.9562293,105.4382127,59.09286055,40.82513987,84.14699356,9.201802752,25.35968871,fear
Female,99.32106746,86.43676463,60.17395138,66.47645933,34.60345454,48.04254142,26.95573172,28.18122684,28.79553074,22.97898777,28.6345184,20.36016484,287.7243888,570.2520351,181.069779,93.56971021,56.39522327,84.2645304,9.446102687,23.58999063,happy
Female,108.7205612,69.22500786,44.99452997,67.79551849,23.75096579,50.37409283,29.14388843,30.4233387,20.20734867,18.69831423,23.02209435,16.38995761,264.5189343,359.6570934,168.8909672,51.41301973,41.05793487,83.66908282,9.423536791,26.01077328,happy
Female,93.86912729,71.85304983,61.60609227,79.04767228,28.45894183,38.11027111,23.63170474,36.31511477,21.45994487,22.50064616,22.25577594,17.47430618,260.6899841,405.2687386,101.2549453,76.51816634,46.08773404,81.60133876,9.147971661,24.56836743,happy
Female,111.442695,59.8883476,63.55985478,60.40923418,41.42131706,40.75050015,22.0602721,32.27599091,21.36762459,23.34623426,20.80326561,19.41728252,227.934547,329.8161425,114.537845,49.00496536,47.02379993,82.22145214,9.637299691,24.65634418,happy
Female,106.4442706,60.84929476,58.95823112,72.08590723,24.33238147,49.79250411,23.28029282,34.87775782,19.63162485,20.66484397,22.24133331,19.00356625,258.6030125,374.9688184,190.1842953,45.68853078,45.29438501,81.56371884,9.300320416,26.32175924,happy
Female,112.2080378,74.83166913,54.60529921,70.3541602,32.46719899,42.72693672,26.51959954,36.6835074,25.45318647,21.66182155,22.9381748,17.52243358,248.8955019,314.770559,187.8531067,37.59390213,52.42064649,84.49612166,9.604274321,24.33456336,happy
Female,107.1945427,77.38003726,56.38398483,65.56738687,34.58490073,42.56955244,28.09283369,34.22691481,20.25880627,23.7582759,25.04892637,18.43843585,244.6585516,356.9500032,163.4282231,42.23015986,51.06710519,80.83227735,9.203376148,23.78198803,happy
Female,101.7049972,68.32259258,53.76819937,66.79807871,27.51351917,43.2451401,24.6921699,33.42405681,20.76312244,21.03488744,26.20803995,17.64313942,247.0923037,350.3241704,186.7526643,38.96613972,45.8196561,84.77885304,8.751711793,25.97453671,happy
Female,110.4968099,64.57515893,56.17420406,63.42727251,29.48668391,39.48702359,20.75487955,32.66078264,22.0747418,22.48734892,20.64497821,17.71873179,229.5871054,327.2347101,180.0386222,31.56209636,46.80941098,83.30239117,8.764063289,25.07749996,happy
Female,96.12063867,68.35610235,51.26369089,75.39286454,33.3243371,45.40327382,25.80666971,36.68176102,25.32186022,24.10519824,25.62212909,21.04123465,287.075163,561.8389077,187.7159553,67.76992927,48.87441737,85.88069055,9.252174466,25.94041616,happy
Female,109.0157571,74.05124544,52.78421721,73.97925179,30.74092311,44.33781795,25.82345872,32.15376593,27.63235624,22.643688,25.15157247,19.03532205,285.1683284,570.9638979,182.4599306,82.92254139,50.05593718,83.83134978,9.068465595,25.6617915,happy
Female,105.4412533,59.27567185,61.75160943,69.27836802,29.05436164,41.118162,23.97484519,32.82566841,24.06747946,19.90385851,24.26585526,18.43722357,255.627623,387.8093489,105.8112242,58.64151151,47.65632891,84.15629914,9.342736973,24.83114835,happy
Female,115.0268891,84.58226208,54.02944165,66.31498432,27.94840987,46.40561788,26.27107602,31.19213407,22.29221573,23.24199109,21.14302775,18.48243506,254.6026881,444.7203822,173.5415003,64.73295955,48.71161579,82.4675026,9.160774969,26.0507778,happy
Female,126.5040085,66.79027264,54.59449854,60.55377328,28.32915781,43.57291504,23.51324555,35.27926979,21.5071747,21.85008546,24.34280362,16.73223305,229.8671046,333.8332234,102.2201893,41.8476534,47.68961663,83.41138125,9.396464586,27.51244523,happy
Female,116.5112627,75.46252965,51.97491942,65.52466719,25.36419847,40.84162958,26.20720522,27.34376454,26.66584238,25.49898047,27.2763887,17.30882034,261.8340704,555.1407491,181.3468716,78.12960582,50.33434839,83.38786579,9.187084756,24.33583338,happy
Female,103.809612,59.52047846,43.80077742,46.61302533,20.53266196,33.35965759,18.0614142,23.98746017,18.27696986,18.57707673,15.3357509,13.44612087,212.7637114,313.2938848,174.1072127,37.42415544,31.82600113,68.29576676,8.9472655,19.81368909,neutral
Female,100.3364791,39.86481359,42.11311355,41.37707512,16.71856813,32.37046452,24.21131362,20.72165105,15.62358135,14.47935202,16.15433844,11.35839366,220.0248788,592.5955118,168.7659893,82.76197177,27.32333973,71.00155067,9.089254009,20.10188676,neutral
Female,96.0919045,44.01062131,51.35724689,49.71021565,19.02763461,35.03580919,19.87522587,28.14542606,15.7189171,18.18910881,15.92807467,12.92951408,211.5758827,265.9087159,179.1314717,19.75645314,28.25334369,69.89514926,9.095946257,21.76116194,neutral
Female,111.9764646,50.40368861,50.02371044,45.60207657,24.91296987,30.75104209,21.28326538,23.85265356,15.58066165,19.79974883,17.36582441,13.63069229,206.6258164,245.1235251,172.3152924,18.65006808,32.40917469,70.81734042,9.509606021,22.26614099,neutral
Female,102.1106538,50.62015143,47.4398178,58.57413665,24.86240159,45.25983085,22.33820673,30.1872897,19.03095121,17.35902802,18.95865681,16.0707525,228.3856751,285.05028,179.8673574,24.60851499,34.45073554,72.41750512,9.385367192,23.64953197,neutral
Female,110.1702919,52.79062295,46.57526727,49.53368649,21.87541319,37.32729902,21.65761834,27.06322388,17.29876269,17.34452312,16.79294484,13.23769393,211.2139879,253.8181818,169.3619878,20.1823291,31.98396108,71.98270999,9.371338488,22.70379154,neutral
Female,107.5383185,47.00745852,37.54376448,40.83759744,20.27940673,30.08693807,19.27543915,23.35764639,16.9562753,18.47537982,16.02750442,12.57889279,207.5574956,259.5504397,178.3713229,17.31566701,29.22496542,67.92789759,9.003600742,20.68501181,neutral
Female,109.0646757,44.24915039,39.93663446,41.67121083,20.93422145,29.59297675,16.9976629,21.07935127,16.75708628,16.59008641,15.44819487,12.09074744,209.1635119,249.0012642,179.7017864,16.05112552,28.67948674,70.34353957,9.480780068,21.23845999,neutral
Female,109.4456088,53.07114705,44.59721206,50.06351775,20.48453767,32.1675278,18.90386398,26.78794628,17.08468895,20.52702294,15.30253511,13.35521795,212.091372,252.5199062,183.1737007,16.66335236,32.5460173,70.97290542,9.186118456,22.6514028,neutral
Female,104.4024941,60.53321107,60.5620763,53.58166168,27.96232043,39.68772171,25.21774886,33.63425867,18.3509615,21.57692451,15.6770777,14.78242976,215.1519163,276.1611318,178.6176953,21.38973517,38.05847186,72.98265059,9.07249284,22.13607326,neutral
Female,99.38528282,47.7932675,49.80595221,50.21539301,23.71024847,33.33918434,21.38362695,25.16886136,17.8646888,17.22217678,16.35824327,14.32677108,211.2179676,254.1650213,178.6316165,19.59638834,31.42009521,72.77960277,9.274074133,21.27671315,neutral
Female,121.297955,47.17456517,56.10220906,52.58723495,20.81477185,31.26681965,23.61806849,26.06364053,17.44417192,15.54744682,17.951912,14.00224507,205.593586,270.7031338,176.4808147,19.43460392,33.85216662,70.11060402,9.425845374,23.16569314,neutral
Female,111.4771702,43.31939024,40.9258927,41.11890345,20.58110791,34.38800724,22.59403917,20.23590546,16.34979268,17.17473086,15.79877091,12.77625915,205.7411943,251.6635789,173.3668817,21.56607821,29.71875269,72.82741255,9.574254019,21.50563748,neutral
Female,115.9260816,37.30940876,34.61603389,35.9826107,18.2038604,27.08074052,20.63757862,23.14933173,17.55503436,15.56591023,14.41703601,12.20584026,198.3736798,241.3619564,167.0304376,16.05900322,26.64945803,71.46308922,9.409616825,20.95174009,neutral
Female,117.9045848,42.34280599,39.80513743,41.03241428,19.19431181,27.17999725,16.881966,19.18756209,16.46299145,17.11706343,17.56505044,12.86601301,198.1822511,256.3120271,103.6365301,27.80649829,28.39130109,67.17743163,9.21815234,20.18393653,neutral
Female,116.6289907,54.29749246,60.77477526,44.37580662,28.150132,34.24178868,20.2031376,24.95540617,19.99039923,22.84813452,17.10991346,14.85560647,204.7930392,244.904256,172.4142895,18.15630463,44.50989773,81.47893756,11.97482614,23.30216345,sad
Female,131.0005752,47.48434308,54.38265924,43.97588326,26.37917494,37.21747748,27.00092214,28.84832432,19.40983552,18.92907615,18.50878232,12.66792824,233.1542377,596.9549645,114.6330977,88.3114614,44.64021786,83.33311516,11.47675106,23.06861927,sad
Female,117.8425145,41.94692793,61.33447707,49.45291704,21.33332708,31.65327172,21.33352937,33.6659991,18.09927,20.86125878,16.59120511,15.88284594,215.007878,250.3877663,174.6926968,13.7099646,44.78125285,83.5841755,12.30390177,25.17882637,sad
Female,125.8353386,51.61311874,59.00775071,46.35365357,30.60635481,33.20291503,19.7698735,29.94496309,20.02522274,24.02643827,16.80742077,18.53322459,207.3474401,247.1255595,179.5897979,16.74765321,48.49335095,87.50482584,11.87106203,25.52242984,sad
Female,139.4951789,43.65894795,56.99442836,46.41534707,26.28796871,36.08776008,25.31041553,29.61664068,19.52151224,21.90038853,19.50499879,16.24036444,215.8182977,241.2433746,186.1888247,12.7507253,50.272275,82.95106468,12.52724344,24.99142921,sad
Female,128.9501225,56.3055726,58.23216477,52.75189096,25.01857742,35.57374629,20.97077393,31.86947375,21.61898304,19.95232339,17.05596167,13.71827299,209.9236524,478.3060288,176.7412524,35.36539776,51.45853675,86.38725102,12.31600837,25.16939521,sad
Female,124.365953,58.19377879,59.6313858,48.83208558,29.00491159,37.09921196,23.25987242,30.20141954,23.81829565,26.1192256,15.94391801,16.35261281,211.4647388,241.9975693,176.7301503,13.08416886,54.03868261,87.0935396,12.24431077,25.00119582,sad
Female,104.3763847,37.43142264,47.92201491,31.84385026,24.52291276,24.18100788,17.5390855,23.24228199,16.66780271,20.20268671,14.07634599,12.83125123,207.966975,251.7235254,174.9612198,16.46104836,35.0179205,86.88932289,12.30429358,22.12431928,sad
Female,129.165376,49.44870545,61.57594479,45.93148963,25.29742701,26.56406169,21.94206717,28.86375514,20.7111796,23.03733606,14.95971561,17.9094284,205.4049853,243.8508162,181.7285754,16.35233667,53.03068851,82.88134974,22.54366052,23.79127367,sad
Female,114.4464432,47.37142051,67.17508791,50.29356957,23.51325175,31.42346821,20.58261887,29.67428493,18.94919152,19.3260329,17.05910541,16.56496678,209.1108676,274.0258566,168.772249,18.54554792,47.50095718,85.08180273,11.78278227,25.23935743,sad
Female,126.7077559,49.79600286,68.46178068,50.80167871,27.42098819,34.51414683,23.82789281,34.59559478,27.53132402,20.45901928,20.99442559,17.46490819,221.7878929,271.8600418,191.5451321,18.30479372,56.0454363,88.52113956,12.17229749,23.35449975,sad
Female,132.1686205,54.45873076,67.64289643,49.54619226,25.65072198,36.33730193,21.04419374,27.60957308,18.55720865,17.51808854,15.91853647,15.33037925,200.5723437,240.9285382,176.9292034,15.20370708,47.11100692,83.96648777,11.96379793,24.49483324,sad
Female,125.6123949,49.46910735,57.1631632,46.61935869,25.65097297,36.07024922,23.58853816,26.14141367,19.76701679,22.73923066,19.81847688,14.15852312,220.3107477,574.8226104,171.8094807,55.72977614,48.00274625,85.84842128,12.30189573,24.40236761,sad
Female,125.0028614,37.64309249,46.91634482,41.11922232,26.46888241,30.35367826,18.8716587,25.97233233,18.90892085,23.21036525,19.63537418,16.48043171,213.6402554,274.845695,175.9259646,26.77574681,40.72064669,88.07196645,12.21708915,25.43856535,sad
Female,130.4308841,44.77467134,49.48815045,42.16592919,25.18186866,31.74037197,19.73374056,24.01524573,19.77483881,20.71533071,16.90704776,12.63221469,209.6681392,590.6184091,175.4554381,53.12948558,41.72310683,82.68231267,12.53687206,23.67744855,sad
Female,68.7276787,92.16257408,49.35015348,75.93023624,29.11187978,46.22935241,22.88969971,33.91195156,25.67444324,26.94604676,22.75481739,24.60848363,329.4259482,541.0477073,138.6255224,92.94947157,35.73386211,83.35539515,9.94932715,25.89999601,anger
Female,62.57221521,79.50022092,35.45326031,72.73537418,18.0585678,46.47058014,19.42757585,33.74249322,17.23810783,21.05741802,26.83435648,18.02109869,349.9178779,518.904526,189.1360253,84.24356648,29.57889995,83.95885458,9.402202156,24.17849659,anger
Female,82.28300199,66.55104378,50.68554624,71.6721611,27.55160239,42.84684588,25.02419794,39.46396073,21.03231947,25.20835081,22.28416391,18.77242527,309.7232178,425.3668508,219.6163363,63.32755927,36.16213659,81.83239027,9.138192637,25.5834871,anger
Female,76.14761497,97.54656604,46.61303453,77.68827275,30.71524714,56.18741617,26.04561016,34.95244739,21.66915929,22.69152771,26.69273361,25.0401943,329.4319824,490.2645738,169.3314667,88.04770411,37.74430625,83.09460918,8.522424526,26.68095321,anger
Female,88.62888932,100.0983547,41.25133102,90.78041998,31.60119544,53.12239825,28.59303841,37.93000355,19.66493621,22.51086229,23.66585087,26.86952105,348.6266004,469.861764,172.6704586,74.82715674,46.59593994,82.80486556,12.86125617,26.47368325,anger
Female,83.16040538,96.957983,46.11790713,72.30282436,24.82955864,46.34899042,25.97957801,31.89995963,20.64698802,23.78635662,21.41679828,20.28569974,330.0850664,488.7821615,141.6096879,84.38356186,35.9123045,84.69171089,9.217360066,25.50514103,anger
Female,92.4220819,68.6163826,50.04161616,68.89051966,31.71550704,46.04477263,24.64008422,32.93151377,21.09588625,32.20886409,20.60411567,20.45321427,247.4310912,347.9492129,158.965337,43.45411227,55.4316015,82.73529146,19.39599368,23.71322594,anger
Female,68.73115171,91.89660289,44.53436117,79.80628865,26.8999853,46.35765434,24.5990335,34.73047352,26.8047715,23.52863546,30.37780977,25.29051398,364.1228283,588.6889662,193.0110951,101.0604813,36.04937594,86.1033311,8.881115179,27.18230639,anger
Female,68.05757114,100.9225101,40.59358181,85.23098801,30.14035821,50.66035107,25.97217149,37.88431461,22.17758341,26.62271103,24.67773503,25.26022979,382.6411307,502.358392,117.853647,79.27307581,42.50407956,83.90358517,9.042629524,27.8964464,anger
Female,75.88141103,106.4967002,44.29115178,90.78271234,32.77167267,58.597509,31.18026907,47.64922087,23.05733673,25.23247318,23.31495683,24.1829254,355.1494357,452.5281418,245.8375351,38.24039735,49.28359948,83.17023194,9.487718762,27.43445075,anger
Female,77.40762315,89.21084493,53.75118776,74.67121129,32.61973331,50.14755672,33.89717662,40.11293853,27.38374826,24.35763481,23.61128871,27.88463885,348.7757822,424.2056169,125.4505059,66.50206133,50.28943703,83.37623821,9.492720453,25.26470542,anger
Female,87.27706142,95.75434607,54.37848625,82.02560907,31.20944369,50.02675716,25.30434134,43.77620023,27.25761463,27.42084901,29.4943535,25.27951048,388.3846686,549.0139322,184.4941692,87.96064983,42.92272051,84.40172754,12.42758856,27.48425669,anger
Female,103.2552188,103.4646329,56.00243205,71.90064543,30.37465983,54.37557,33.55472789,34.56586632,21.92889752,25.6677193,23.11506351,18.81999718,274.6814082,505.2992155,99.7574783,72.39210933,49.1006909,84.95093182,9.382856849,26.40198632,anger
Female,87.47257984,100.3602162,37.48926428,78.55809152,31.95178884,56.2835237,27.41398111,37.33688639,25.85289741,27.37804214,25.76412526,25.59765176,311.9247206,466.8880291,107.9654405,89.07576934,39.00317037,84.57290329,9.227556614,27.7173618,anger
Female,84.09809071,102.773183,41.485344,79.15481475,31.57188062,45.73144755,25.70898219,34.66706274,18.8333872,23.17540102,25.34329666,28.94503594,351.3035044,476.4844169,188.3445494,91.96671762,37.5658189,86.8268555,14.00776603,26.35698296,anger
Female,96.65006231,50.38467703,53.13773222,45.3247955,29.58207046,34.89765789,22.84199274,29.08841135,20.53947254,26.32838718,17.11112763,15.96603725,226.3761302,290.4848288,171.036486,27.91830066,44.78840817,85.15289455,18.89558946,24.89828768,fear
Female,95.77492122,58.5881011,34.94938258,50.55747514,24.66179538,34.33927068,25.33676597,29.42691714,18.90601592,20.69645193,16.83984372,14.50527196,279.8027782,391.9607867,215.9697833,31.59100379,32.2273309,75.58687531,13.76547731,21.92610121,fear
Female,91.82501352,41.1323423,56.64891993,52.44758973,24.73158458,34.19564772,23.04183784,37.15646047,18.06645139,25.8060755,19.39852813,16.50212893,230.5710736,319.1519452,185.1539124,30.22748887,38.48463164,75.54916588,9.707267228,23.34296012,fear
Female,97.49156008,65.74609777,50.01966903,55.2341796,34.21046755,41.9669789,24.70721996,31.82360582,20.43303735,24.69619162,20.3805892,17.98613776,240.7281854,342.6374661,159.8822349,49.23361603,43.40340958,75.76979188,9.208427412,22.62172996,fear
Female,92.79215086,61.92976987,52.98471341,68.05739266,24.32884601,49.42121552,20.11554859,37.32677877,18.54687028,22.44675553,19.63460818,16.80892778,270.2591646,344.1731866,187.8955057,30.50619836,40.45971281,81.8627794,9.370597685,26.42836422,fear
Female,108.4932069,60.67098536,52.69718876,62.4497184,26.93183563,43.16817037,23.84340122,37.9627709,19.55075581,26.45001434,23.56193635,15.85568515,237.7367181,359.3014413,134.0555877,41.85086461,50.59313488,81.50077168,9.491141113,25.2532842,fear
Female,96.10558357,54.12079157,47.43545585,63.03396621,26.57338876,45.08727207,20.39602479,39.14509471,18.83459784,32.3753883,19.28773844,18.97413704,258.863872,322.7788938,185.1392884,28.8759953,44.02407338,83.38186642,9.275559097,27.40621201,fear
Female,92.14729963,65.86208658,49.77021103,62.81910006,25.83507963,50.32736712,23.08005076,38.47811613,22.12755622,25.48724816,21.9431033,19.94337334,268.0468569,360.1819159,208.8640186,38.30862463,46.46022415,82.34357365,9.371194973,25.37574724,fear
Female,101.918222,66.48925754,48.76616794,64.08378228,27.20493479,44.97729713,21.21084628,39.50012951,20.99212443,27.37212144,24.29050077,17.07077767,242.7363986,338.9100189,177.4809295,35.01433987,52.58955521,82.44997256,8.981887974,24.57978985,fear
Female,109.9019527,40.76823968,65.82833348,54.32779314,26.86987289,39.73946495,21.28892546,37.63661857,19.29069112,25.87120236,17.99463781,17.85593879,232.5678468,276.7803879,182.7932076,19.51610622,47.67949883,83.12525075,9.239085357,26.68044341,fear
Female,105.9117744,48.59707835,60.78011422,51.67976752,25.77681414,34.03639317,22.7802774,33.5297663,22.12956005,26.63199575,17.49433043,19.09155976,227.4169102,281.254434,188.6479905,20.13532871,45.73831529,80.23141742,9.038078155,25.29249975,fear
Female,108.9716998,58.81244203,58.46021074,54.50821518,27.0892898,41.59495627,23.14260621,35.65533633,20.93731828,26.23167162,21.89411421,16.07933979,240.3613253,300.6335847,185.5440655,25.09038628,49.26761519,83.63363928,8.898245522,25.10070341,fear
Female,117.2079199,47.64546707,52.78372918,49.97766228,25.32076471,43.51455714,24.25433975,31.86043452,20.83050942,25.4676547,18.70605677,18.29371269,220.3560022,263.0096387,183.5968843,20.09627378,46.03766425,82.95797983,9.469697386,26.87677165,fear
Female,113.4029382,42.68050746,50.76577006,44.35056972,25.03918821,37.61337784,22.83547215,34.72721989,22.57996711,28.54368478,21.37460367,17.57313162,221.5017518,254.9287924,183.3076636,18.39764814,43.2914399,84.64473807,8.91895857,27.72491066,fear
Female,109.1210484,60.19082286,55.179699,45.23097899,23.97040311,41.39642738,22.46141852,34.94772849,20.57497185,26.06893487,20.2487223,18.24065872,233.2160103,301.5814017,190.3764175,28.76902305,49.49778745,83.04245732,9.140548888,24.20538201,fear
Female,117.718785,82.72122422,61.76400003,63.67941992,34.83878694,48.64416691,27.37387485,35.84307013,21.90672668,27.06507606,16.93966032,19.38655081,234.9358241,347.3329726,176.9242695,51.78795953,53.54792056,86.14158868,11.13382542,23.72203706,happy
Female,114.3323309,57.99677297,51.36253451,74.3869429,31.55454955,48.32262423,28.36555685,30.86013284,21.39082557,20.7910667,23.87049753,17.97211081,241.1945311,326.3364686,176.9740892,45.49602689,45.88092119,81.97890817,8.717245588,23.32834308,happy
Female,111.5390229,57.71521658,73.93318588,75.85899373,33.16432852,47.34704453,24.0395854,35.00225968,22.02873173,24.79960548,22.1283511,18.8845297,237.1597672,517.9523985,171.5285137,73.46820845,47.18539342,82.75138902,9.175136167,25.04161559,happy
Female,105.7846054,76.96610019,61.05436261,64.7309568,40.5816949,48.68554256,25.92796839,35.95401198,21.49032881,27.73057461,23.18935258,21.40578769,246.7083621,367.3615631,172.7932698,50.92691583,48.49134274,80.9958453,9.151886995,26.11983726,happy
